3,476021762368106; 2,3660458733667724
20,8046340963395; 11,284287935711575
29,469262795326614; 15,891128623535053
38,13389149431373; 20,497969311358474
47,0589002780484; 24,243946284827928
54,204260046131736; 29,692283285384065
62,552763519373585; 33,65170161637013
71,21785666444275; 38,4712586097711
79,88318203255294; 43,39717375596081
88,5492040697862; 48,64216336051675
97,47483534028363; 52,6732392713227
105,87977739832623; 58,458540935299936
114,54556721251846; 63,597172387067076
123,21166665743208; 68,87761470921927
131,87745647162427; 74,0162461609865
140,54371073189856; 79,36759391833115
149,3291496637545; 83,86785547759459
157,87637406780783; 90,14119486821303
164,97179427091908; 96,74019961729644
173,63451358045774; 100,47253993774578
182,29952931784658; 105,25664421355049
190,96970556725813; 112,40426299577175
199,3052058403307; 116,41396277565144
208,30144001100325; 122,75243133449862
216,96870057112199; 128,56466442059454
225,63619335428172; 134,48325565947923
234,30384095280215; 140,47275233355637
246,45125836188544; 148,67383373967385
254,0030118921012; 154,07235287733315
262,67251727494977; 160,9127147737202
271,3415582117163; 167,54036036452985
280,0109087792042; 174,30981682572448
288,6807237927742; 181,29198959249663
297,35019047178264; 188,11462513008564
306,01981196615174; 195,0081661028671
313,1170179521615; 202,4250594194805
321,39089501530384; 208,2400646834873
329,6688646102189; 215,92944949939226
338,6684943978024; 223,82311060346154
346,2227039016983; 230,34646568663288
353,3209671168914; 238,24756996920962
368,69596699466877; 253,2733760602
376,5842895490505; 262,6768301049713
384,4703982437745; 271,0663364264899
389,5969876407366; 276,8029009247963
14,20760120606056; 7,946672463822949
