1207,3931143350073; 1212,6960123492147
1211,9996228181076; 1216,415444900012
1220,1037917226006; 1224,3905306327515
1225,3084991086766; 1228,7357176338578
1230,5155379243681; 1233,639515170874
1235,7217697067313; 1238,3499475223825
1239,0317521416168; 1240,6109281101426
1246,3546068577257; 1247,869620792501
1250,5035294489219; 1251,8267335183943
1254,6522309327286; 1255,1695383523947
1259,8559160765885; 1259,2697961185254
1264,8274670505439; 1264,237193262049
1269,7971379357452; 1268,7541211400762
1275,0026673002114; 1273,2962541634583
1279,4701826198436; 1275,6048166391963
1283,9956638555477; 1281,531742335559
1289,2034499243214; 1286,6145817110078
1294,4093230252051; 1291,239073980069
1299,4308996039842; 1295,1572630039595
1305,2915995476083; 1300,2541503694704
1310,403922540658; 1303,0045773420156
1313,309915478013; 1307,962917564685
1317,859240598808; 1310,616351642297
1327,064820728165; 1320,3611884740917
1332,271590532747; 1325,200530949272
1337,477583194124; 1329,8536699124825
1342,6840839875968; 1334,6285573258272
1347,927259962331; 1337,9205478991744
1356,0044178334208; 1346,798307403032
1359,1355219054644; 1350,5822716361547
